text,start_pos,end_pos,entity_type,release_date,release_url
is,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
presented,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
are,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
agreed,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
pay,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
uncovered,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
affected,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
are,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
undermined,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
account,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
eliminated,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
were,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
held,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
will,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
deter,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
chasing,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
is,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
presented,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
struck,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
denied,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
doing,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
granted,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
vindicated,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
is,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
honored,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
worked,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
craft,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
reiterated,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
based,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
should,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
trigger,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
heightened,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
described,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
inflicted,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
issued,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
extending,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
marry,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
joining,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
is,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
presented,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
was,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
stabbed,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
attempted,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
perpetrated,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
was,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
assembled,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
working,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
identified,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
was,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
filed,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
were,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
obtained,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
were,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
secured,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
were,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
convicted,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
assigned,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
was,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
served,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
is,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
presented,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
are,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
recognized,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
setting,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
used,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
infiltrate,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
identify,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
perceived,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
congregated,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
being,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
abused,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
celebrate,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
developing,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
deploying,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
were,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
identify,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
devoted,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
were,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
operating,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
required,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
breaking,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
defended,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
have,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
obtained,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
can,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
be,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
overstated,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
has,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
pioneered,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
has,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
led,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
is,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
presented,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
is,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
recognized,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
has,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
been,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
spent,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
has,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
dedicated,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
breaking,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
has,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
represented,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
has,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
protected,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
embodied,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
founding,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
dismantling,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
has,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
shaped,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
cleared,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
has,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
given,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
has,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
done,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
open,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
fulfill,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
is,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
presented,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
redress,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
pursued,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
resolved,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
should,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
make,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
will,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
fuel,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
is,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
work,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
made,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
settle,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
approaching,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
is,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
presented,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
was,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
discovered,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
was,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
conducting,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
was,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
purchased,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
had,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
reached,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
purported,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
were,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
ranging,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
remitted,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
were,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
utilized,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
pay,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
finance,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
make,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
enhanced,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
enhancing,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
attract,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
ensuing,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
including,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
were,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
convicted,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
sentenced,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
including,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
instituted,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
coupled,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
were,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
recovered,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
resulting,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
defrauded,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
is,,,VERB,2016-11-10T00:00:00-05:00,https://www.justice.gov/opa/pr/attorney-general-loretta-e-lynch-hosts-64th-annual-attorney-general-s-awards-ceremony
